,age,businesstravel_Non-Travel,businesstravel_Travel_Frequently,department_Human Resources,distancefromhome,educationfield_Human Resources,jobrole_Manufacturing Director,jobrole_Research Director,maritalstatus_Single,mean_time,monthlyincome,totalworkingyears,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager
0,1.5413689168784945,0,0,0,-0.3939381836990763,0,0,0,0,-0.2441231756370683,1.4051359227861628,-1.322078986518628,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289
1,-0.6486681098094882,0,1,0,0.09963874367159682,0,0,0,1,0.013564363536772811,-0.49166100123768053,-0.6788770437360288,-0.32789331844000197,-0.3687152874355457,-0.0345197463373974
2,-0.5391662584750891,0,1,0,0.9633983665702748,0,0,0,0,-0.5130728174156695,2.7250533073538916,-0.8075174322925486,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303
3,0.11784484953130571,1,0,0,-0.8875151110697495,0,0,0,0,-0.3784241270038314,0.3863007877246271,0.2216056761596102,0.16194730971731802,1.4938670923934996,0.24583399463483546
4,-0.5391662584750891,0,0,0,0.09963874367159682,0,0,0,1,0.22788640554553347,-0.8841090709892251,-0.29295587806646917,-0.16461310905422863,-0.6791456840737199,-0.0345197463373974
5,0.9938596602064987,0,0,0,-0.14714972001373974,0,0,1,0,2.3098146979042524,-0.5167334821422188,2.151211504507408,-0.0013328996684553085,1.4938670923934996,0.8065414765793012
6,-0.9771736638126857,0,0,0,0.2230329755142651,0,0,0,1,-0.579987400253911,-0.1465956708226787,-0.8075174322925486,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289
7,-0.8676718124782865,0,0,0,1.0867925984129432,0,0,0,0,-0.7277037757069066,-0.7139136709507913,-0.16431548950994934,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289
8,-0.6486681098094882,0,0,0,-1.0109093429124179,0,0,0,0,-0.3464702486073503,-0.947427709205771,-0.16431548950994934,0.32522751910309133,1.4938670923934996,1.086895217551534
9,-1.3056792178158831,1,0,0,-0.270543951856408,0,0,0,0,-0.4631890898423881,1.4790784935893775,-0.6788770437360288,-0.16461310905422863,-0.3687152874355457,0.24583399463483546
10,0.8843578088720997,0,0,0,0.9633983665702748,0,0,0,0,0.5243724598277187,0.3161828326526132,1.250728784611769,2.1213098223465976,0.5625759024789769,1.6476026994959998
11,-0.10115885313749257,0,0,0,2.320734916839626,0,0,0,0,-0.4714970814472727,-0.6641936664451814,0.6075268418291697,1.3049087754177313,2.4251582823080224,1.9279564404682326
12,1.979376322216091,0,0,0,0.59321567104227,0,0,0,1,1.1944320301530782,-0.20502730004935696,3.308975001516086,4.733793172518971,0.5625759024789769,2.488663922412698
13,1.103361511540898,1,0,0,-1.0109093429124179,0,0,0,0,1.2679522402198982,-0.15743208206108084,-0.16431548950994934,0.48850772848886465,2.114727885669848,1.3672489585237668
14,-0.9771736638126857,0,0,0,-1.0109093429124179,0,1,0,0,-1.2022573276487953,-0.8309894080558813,-0.8075174322925486,-0.32789331844000197,-0.6791456840737199,-0.0345197463373974
15,0.008342998196906572,0,0,0,-1.0109093429124179,0,0,0,0,-0.7429612906312278,-0.24582320118216505,-0.5502366551795089,-0.32789331844000197,-0.6791456840737199,-0.8755809692540959
16,-1.7436866231534796,0,0,0,-0.7641208792270812,0,0,0,1,-0.8072372379424568,-0.4865615135960795,-1.0647982094055883,-0.6544537372115486,-0.3687152874355457,-1.1559347102263289
17,0.008342998196906572,1,0,0,-1.0109093429124179,0,0,0,0,2.4726665787086697,-0.5048346776451498,0.4788864532726499,-0.32789331844000197,-0.6791456840737199,-0.5952272282818631
18,-0.2106607044718917,0,0,0,-0.270543951856408,0,0,0,0,-0.5526130547008657,-0.863711120422821,-0.16431548950994934,-0.0013328996684553085,1.1834366957553253,-0.5952272282818631
19,0.11784484953130571,0,0,0,-0.14714972001373974,0,0,0,0,1.1885713381979632,0.07799426405949923,-0.42159626662298905,0.16194730971731802,1.4938670923934996,0.8065414765793012
20,-1.1961773664814839,0,1,0,-1.0109093429124179,0,0,0,0,-0.08209560548502687,0.8380304013097835,-0.6788770437360288,-0.16461310905422863,-0.3687152874355457,-0.0345197463373974
21,1.4318670655440953,0,0,0,-0.14714972001373974,0,0,0,0,-1.2627574448044494,0.6722970529577506,2.151211504507408,0.48850772848886465,-0.3687152874355457,0.5261877356070683
22,1.7603726195472926,0,0,0,0.2230329755142651,0,0,0,0,0.5233448983564631,-0.9253299294255,1.250728784611769,-0.32789331844000197,-0.3687152874355457,-0.3148734873096303
23,0.5558522548689022,0,0,0,-0.6407266473844129,0,1,0,0,-0.6669720146120746,0.5148503720233193,-0.16431548950994934,2.1213098223465976,2.7355886789461965,0.5261877356070683
